"age","job","marital","education","balance","housing","duration","campaign",approval
"39","services","divorced","secondary","687","yes","869","1","yes"
"38","technician","single","secondary","-242","yes","1173","3","yes"
"31","management","married","tertiary","582","yes","58","2","no"
"58","blue-collar","divorced","primary","8218","yes","124","10","no"
"44","management","single","tertiary","1424","yes","201","2","no"
"31","blue-collar","married","secondary","92","yes","688","1","yes"
"33","technician","single","secondary","2085","no","501","2","yes"
"36","technician","single","tertiary","197","no","260","1","yes"
"31","technician","single","secondary","2305","no","139","1","no"
"45","admin.","married","secondary","-547","yes","214","2","no"
"30","technician","single","tertiary","411","no","142","1","no"
"34","blue-collar","married","secondary","584","yes","154","2","no"
"34","management","married","tertiary","997","yes","81","1","no"
"39","admin.","divorced","secondary","83","yes","69","6","no"
"416","management","married","tertiary","6563","no","136","8","no"
"32","services","single","secondary","0","yes","99","13","no"
"32","management","single","tertiary","0","no","9","6","no"
"36","blue-collar","married","primary","398","yes","278","1","no"
"35","admin.","married","tertiary","1145","yes","82","2","no"
"32","management","single","tertiary","2","yes","100","2","yes"
"33","management","single","tertiary","201","yes","171","1","no"
"49","entrepreneur","married","primary","563","no","84","1","no"
"35","management","married","tertiary","3161","no","433","2","no"
"31","technician","married","secondary","0","no","624","6","no"
"42","management","married","secondary","1331","no","698","2","no"
"34","housemaid","married","primary","2929","no","518","2","yes"
"32","services","married","secondary","-220","yes","123","2","no"
"29","management","single","tertiary","5980","yes","317","1","no"
"32","services","single","secondary","48","yes","8","3","no"
"50","housemaid","single","unknown","0","no","118","8","no"
"58","retired","married","secondary","3382","no","294","2","no"
"59","technician","married","secondary","2308","no","815","1","yes"
"25","student","married","tertiary","10","yes","857","4","yes"
"57","services","married","secondary","162","yes","174","1","no"
"30","blue-collar","single","secondary","1073","yes","1130","4","no"
"26","services","single","secondary","1700","yes","13","5","no"
"50","services","single","primary","148","yes","198","2","no"
"39","services","married","secondary","0","yes","503","1","no"
"45","blue-collar","married","primary","185","yes","249","3","no"
"37","management","divorced","tertiary","896","no","343","2","no"
"47","blue-collar","divorced","primary","1279","yes","479","2","no"
"50","technician","married","tertiary","199","yes","116","2","no"
"40","management","married","secondary","99","no","15","5","no"
"35","blue-collar","married","primary","378","yes","427","3","no"
"53","management","married","tertiary","15","no","921","2","yes"
"35","admin.","married","secondary","147","yes","41","1","no"
"54","technician","married","secondary","2225","no","73","2","no"
"35","admin.","single","secondary","1810","yes","65","2","no"
"31","housemaid","married","unknown","-6","no","94","2","no"
"46","technician","divorced","secondary","435","yes","192","3","no"
"52","management","married","secondary","335","no","411","1","yes"
"34","admin.","divorced","secondary","-251","no","641","1","yes"
"46","services","divorced","secondary","5","yes","305","2","no"
"54","self-employed","married","secondary","641","yes","472","1","no"
"37","admin.","married","tertiary","0","yes","115","1","no"
"39","admin.","married","tertiary","722","no","141","1","no"
"50","technician","married","tertiary","3337","yes","24","14","no"
"44","technician","divorced","secondary","0","no","264","5","no"
"56","admin.","married","secondary","1504","yes","66","2","no"
"40","services","married","tertiary","35","no","318","4","no"
"36","services","married","secondary","895","yes","622","1","no"
"33","management","married","tertiary","752","yes","104","4","no"
"33","blue-collar","single","secondary","1925","yes","76","2","no"
"42","services","married","secondary","-246","yes","149","1","no"
"30","self-employed","single","tertiary","901","yes","601","1","no"
"33","admin.","single","secondary","894","no","509","2","no"
"26","blue-collar","single","secondary","592","yes","174","1","no"
"26","admin.","single","secondary","3529","no","57","2","no"
"37","services","married","secondary","0","yes","187","2","no"
"59","retired","married","primary","0","no","493","2","yes"
"49","blue-collar","married","primary","371","yes","18","44","no"
"33","blue-collar","single","primary","1","yes","257","1","no"
"46","technician","single","secondary","834","yes","196","2","no"
"55","entrepreneur","married","primary","298","yes","144","3","no"
"49","services","married","tertiary","306","yes","285","7","no"
"51","technician","married","secondary","143","yes","627","1","no"
"27","admin.","married","secondary","186","yes","136","2","no"
"44","technician","married","secondary","5597","no","27","3","no"
"40","services","single","secondary","1547","yes","88","2","no"
"36","management","married","tertiary","1852","no","362","1","no"
"46","admin.","single","secondary","1790","yes","214","5","no"
"30","services","single","secondary","20","yes","404","6","no"
"35","admin.","married","secondary","8652","yes","103","6","no"
"31","technician","single","secondary","1626","no","356","2","no"
"37","admin.","married","secondary","749","no","219","1","no"
"49","blue-collar","married","unknown","51","yes","984","1","no"
"27","services","single","secondary","-1","no","60","2","no"
"32","blue-collar","married","secondary","-32","yes","145","1","no"
"70","retired","divorced","secondary","6850","no","252","3","no"
"22","technician","single","secondary","333","no","129","1","no"
"58","blue-collar","married","secondary","-27","no","77","13","no"
"33","blue-collar","married","secondary","932","yes","226","1","no"
"83","retired","divorced","primary","0","no","664","1","no"
"50","management","divorced","tertiary","100","yes","157","1","no"
"53","blue-collar","married","secondary","-626","yes","205","1","no"
"37","management","single","tertiary","9","no","484","2","no"
"55","services","divorced","primary","653","no","800","1","no"
"49","admin.","married","secondary","3608","yes","231","1","yes"
"41","blue-collar","married","primary","293","yes","102","1","no"
"40","management","single","tertiary","36","yes","240","3","no"
"48","management","married","tertiary","263","yes","350","2","no"
"27","student","single","secondary","8366","no","458","2","no"
"30","management","single","tertiary","2186","yes","366","1","no"
"37","entrepreneur","single","secondary","20453","yes","115","1","no"
"37","services","single","secondary","105","no","260","4","no"
"40","blue-collar","married","secondary","440","yes","327","2","no"
"73","retired","married","unknown","519","no","434","1","yes"
"50","management","married","tertiary","19447","yes","166","1","no"
"53","blue-collar","married","primary","225","no","171","7","no"
"47","blue-collar","married","secondary","2548","yes","577","1","no"
"33","technician","divorced","secondary","0","no","224","8","no"
"50","blue-collar","married","unknown","2284","yes","1088","17","yes"
"51","blue-collar","married","primary","40","yes","79","1","no"
"42","housemaid","divorced","tertiary","364","no","52","1","no"
"34","technician","single","secondary","174","no","259","4","no"
"44","technician","married","secondary","10888","yes","163","1","no"
"32","admin.","married","secondary","0","yes","159","2","no"
"60","retired","married","tertiary","225","no","54","2","no"
"60","retired","divorced","tertiary","2131","no","421","6","no"
"29","blue-collar","single","secondary","-20","no","574","1","yes"
"39","management","single","secondary","36","no","70","2","no"
"47","blue-collar","married","primary","2642","no","310","2","no"
"30","admin.","married","tertiary","400","yes","223","1","no"
"31","technician","single","tertiary","1214","no","39","1","no"
"34","management","single","tertiary","-292","yes","181","6","no"
"51","admin.","married","secondary","1415","yes","151","3","no"
"38","blue-collar","married","secondary","213","yes","270","15","no"
"47","admin.","single","secondary","2540","no","110","5","no"
"46","housemaid","single","tertiary","3232","no","94","2","no"
"33","management","married","tertiary","296","no","90","2","no"
"30","management","married","tertiary","42","no","115","6","no"
"40","technician","married","secondary","697","no","220","2","no"
"38","blue-collar","single","secondary","13156","yes","291","4","no"
"63","retired","divorced","secondary","1490","no","506","1","yes"
"33","management","married","tertiary","150","no","151","2","no"
"59","retired","married","secondary","0","no","812","1","yes"
"29","management","single","tertiary","4210","yes","119","1","no"
"54","services","divorced","secondary","1012","yes","33","3","no"
"57","technician","married","secondary","16063","yes","352","3","no"
